,NH0001.NHF,NH0002.NHF,NH0003.NHF,NH0004.NHF,NH0006.NHF,NH0007.NHF,NH0008.NHF,NH0009.NHF,NH0010.NHF,NH0011.NHF,NH0012.NHF,NH0013.NHF,NH0014.NHF,NH0015.NHF,NH0016.NHF,NH0017.NHF,NH0019.NHF,NH0020.NHF,NH0021.NHF,NH0022.NHF,NH0023.NHF,NH0024.NHF,NH0025.NHF,NH0026.NHF,NH0027.NHF,NH0028.NHF,NH0029.NHF,NH0031.NHF,NH0032.NHF,NH0033.NHF,NH0034.NHF,NH0035.NHF,NH0036.NHF,NH0037.NHF,NH0038.NHF,NH0039.NHF,NH0040.NHF,NH0041.NHF,NH0042.NHF,NH0043.NHF,NH0044.NHF,NH0045.NHF,NH0046.NHF,NH0047.NHF,NH0048.NHF,NH0049.NHF,NH0050.NHF,NH0051.NHF,NH0052.NHF,NH0053.NHF,NH0054.NHF,NH0056.NHF,NH0057.NHF,NH0058.NHF,NH0059.NHF,NH0060.NHF,NH0061.NHF,NH0071.NHF,NH0072.NHF,NH0073.NHF,NH0074.NHF,NHLR.NHF,NHNI.NHF,NHPS.NHF,NHSF.NHF,NHSM.NHF,NHSN.NHF,NHCS.NHF
2016-09-12,1072.6257,992.5848,971.0104,925.0423,658.9198,745.1918,1237.6766,421.4875,483.099,478.3789,2993.4792,568.4186,524.2066,1975.58,407.8953,350.453,583.5219,743.2904,431.34,375.9499,674.4825,624.79,604.2708,1059.2708,874.8217,1452.453,639.0619,296.2557,678.9821,811.4986,891.2261,786.3005,766.1846,1241.1518,834.644,,,,,,,,,,,,,,,,,,,,,,,,,,,943.9575,788.3365,,789.3538,958.6824,976.8732,808.2979
2016-09-13,1072.9201,998.326,985.9491,925.5715,669.6088,755.957,1237.4614,422.6768,483.6486,476.5759,3029.0666,571.5078,527.5995,1963.54,404.1334,348.9982,582.4937,747.3678,437.0,371.8384,685.2196,624.79,608.8227,1031.2725,874.8217,1444.7748,631.309,296.2557,671.3052,812.4653,927.0476,786.3005,766.1846,1238.7079,832.0173,,,,,,,,,,,,,,,,,,,,,,,,,,,943.9575,794.3459,,786.7981,986.2537,978.6281,822.749
2016-09-14,1081.7507,973.7665,981.8749,926.1007,674.8346,756.3158,1231.2192,417.9196,468.2598,476.3756,3039.8256,564.3788,531.4165,1936.78,403.0586,348.9982,589.6913,732.0175,421.28,371.674,686.6837,627.25,606.689,1027.5394,874.8217,1421.1005,639.8002,295.2812,671.3052,815.3652,982.77,786.3005,766.1846,1242.5483,837.9274,,,,,,,,,,,,,,,,,,,,,,,,,,,943.9575,784.0297,,768.908,980.6065,979.1066,816.9686
2016-09-19,1117.6619,989.7142,995.4554,923.9839,700.4883,769.9517,1224.977,416.8492,490.9766,479.5808,3081.2063,566.2799,551.7741,1993.64,401.0881,348.9982,607.6854,741.6115,431.97,379.0746,695.4686,641.4,609.3917,1039.672,874.8217,1465.2499,658.2596,298.8544,671.3052,826.4816,982.77,786.3005,766.1846,1239.7553,833.9873,,,,,,,,,,,,,,,,,,,,,,,,,,,943.9575,790.8404,,775.8449,979.9422,987.3224,818.4137
2016-09-20,1120.6054,1017.4632,996.1345,922.3963,709.277,769.3537,1226.2685,426.1258,490.9766,476.9766,3085.3443,573.4089,560.8926,1991.63,405.5665,348.9982,610.256,766.3158,446.28,389.4354,706.4497,640.78,611.9522,1052.7379,874.8217,1474.8476,684.1026,298.8544,678.1291,828.1733,982.77,786.3005,766.1846,1244.9922,836.614,,,,,,,,,,,,,,,,,,,,,,,,,,,943.9575,807.3663,,808.7043,1042.0605,993.3047,814.0783
2016-09-21,1108.5369,1013.3168,974.4056,921.3379,710.9398,766.9614,1228.421,426.6015,490.9766,475.5743,3086.9996,577.211,560.8926,2000.33,404.3125,348.9982,614.883,762.2384,449.11,401.1119,713.5264,632.48,618.0689,1055.5377,874.8217,1476.7671,687.7945,297.2302,680.6881,818.7485,982.77,800.6118,766.1846,1251.4511,830.7039,,,,,,,,,,,,,,,,,,,,,,,,,,,943.9575,806.3647,,820.0225,1059.6663,992.1082,797.7004
2016-09-22,1110.303,1016.1874,973.0475,912.8707,708.3269,774.2578,1238.5376,426.0068,490.9766,477.1769,3115.966,585.0529,571.4954,1965.54,408.4327,348.9982,618.4819,763.9174,448.17,400.2896,710.1101,628.79,623.7588,1042.4718,874.8217,1456.292,680.4108,295.9309,696.0419,822.8567,982.77,797.3406,766.1846,1242.3738,842.8525,,,,,,,,,,,,,,,,,,,,,,,,,,,943.9575,818.2834,,836.4521,1065.6456,1006.7849,800.5906
2016-09-23,1103.2385,1019.6959,963.5411,908.6371,709.9896,777.3678,1240.4749,426.9583,473.7558,478.3789,3133.3459,593.8454,574.6763,1946.14,413.6277,348.9982,614.883,770.1534,450.84,410.3215,708.4019,625.4,625.0391,1044.3384,874.8217,1433.8974,696.2858,297.2302,705.4249,815.8485,982.77,799.794,766.1846,1235.3912,855.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,943.9575,827.4979,,819.2923,1080.5939,1013.4851,795.7736
2016-09-26,1104.416,1029.9024,961.504,909.1663,736.1184,790.6449,1240.2596,420.0603,488.0454,473.571,3125.0698,590.2809,570.4351,1917.37,414.8816,348.9982,613.3407,774.7105,457.13,418.051,704.7415,622.94,617.6421,1046.2049,874.8217,1422.3801,711.0532,295.9309,702.0129,809.3237,982.77,760.9492,766.1846,1233.471,859.9263,,,,,,,,,,,,,,,,,,,,,,,,,,,943.9575,816.08,,852.1516,1133.7433,1013.0862,793.8468
2016-09-27,1085.8717,1018.1011,953.3557,913.9291,734.6932,798.1805,1238.5376,428.6233,488.4118,474.3723,3118.4489,593.8454,563.8614,1900.65,407.1787,348.9982,613.3407,768.2346,452.57,411.8016,719.871,624.17,616.6464,1047.1382,874.8217,1407.6637,709.2073,293.657,692.63,791.4408,982.77,773.2159,766.1846,1251.8002,843.8375,,,,,,,,,,,,,,,,,,,,,,,,,,,943.9575,828.2992,,845.2146,1122.7812,1015.6387,784.2127
2016-09-28,1078.8072,1007.5756,946.5654,916.5751,724.2417,802.6062,1228.8515,429.099,487.4958,472.1688,3103.5518,591.469,570.8593,1906.67,409.3284,348.9982,611.7983,758.6407,444.86,413.7751,714.9905,633.71,605.6933,1043.4051,874.8217,1409.5832,716.591,279.0391,704.5719,787.5742,982.77,776.4871,766.1846,1252.6731,848.7627,,,,,,,,,,,,,,,,,,,,,,,,,,,949.9431,822.1896,,879.1692,1150.3525,1016.9947,774.5787
2016-09-29,1085.283,1001.8345,943.8493,925.5715,717.5907,801.1708,1225.838,432.429,490.06,473.1704,3116.7937,598.3604,565.1337,1928.75,407.1787,348.9982,612.83,758.161,438.42,425.2871,732.3162,646.01,607.258,1044.3384,874.82,1416.6215,738.0039,281.6378,705.4249,784.4326,1022.24,770.7626,735.5372,1277.2866,842.1958,,,,,,,,,,,,,,,,,,,,,,,,,,,934.451,819.886,,831.71,1138.726,1022.2591,780.3591
2016-09-30,1103.5329,1006.2998,946.5654,931.3927,721.1537,803.3239,1228.2057,434.213,490.06,471.3674,3121.7596,592.4196,562.1649,1924.06,403.596,347.398,619.0,756.4821,433.7,430.7142,753.7904,643.25,606.8313,996.7412,874.82,1389.1081,746.8643,281.313,690.071,790.4741,1000.3491,774.0337,735.5372,1275.8901,834.3156,,,,,,,,,,,,,,,,,,,,,,,,,,,934.451,815.0784,,842.66,1142.0479,1026.5664,791.4383
2016-10-10,1104.416,1010.1273,972.3685,970.5535,742.5318,804.9985,1179.5596,436.7105,490.06,475.7746,3117.29,610.6216,586.7636,1911.35,406.6413,371.6925,635.96,750.246,429.77,437.457,769.6519,674.93,566.2905,998.6077,874.82,1374.3916,755.3556,280.9882,703.7189,795.3073,1000.3491,774.0337,735.5372,1322.8479,843.1809,,,,,,,,,,,,,,,,,,,,,,,,,,,934.451,817.8828,,851.06,1143.7088,1031.9106,816.0051
2016-10-11,1092.6418,1026.7129,968.9733,982.7252,730.8926,796.3863,1179.1291,431.8599,490.06,483.7877,3158.1832,615.5662,602.4559,1908.68,419.0018,353.0716,647.27,765.1166,434.96,447.16,774.7316,688.47,571.1269,1006.074,874.82,1388.4682,768.6463,287.485,719.9257,802.7988,1000.3491,774.0337,735.5372,1337.5113,878.3134,,,,,,,,,,,,,,,,,,,,,,,,,,,934.451,829.7014,,871.5,1179.5846,1036.0583,812.1515
2016-10-12,1069.3878,1019.6959,971.0104,987.488,724.0042,800.5728,1176.5462,423.3246,490.06,480.3821,3140.967,613.1178,600.7594,1883.26,422.4054,335.3234,651.39,770.1534,432.28,459.1654,762.6493,693.39,567.144,1007.9405,874.82,1371.8322,784.8906,281.9627,730.1617,818.2652,1000.3491,774.0337,735.5372,1339.6061,890.1337,,,,,,,,,,,,,,,,,,,,,,,,,,,935.7186,824.7937,,904.36,1175.5984,1028.9593,814.0783
2016-10-13,1066.7387,1006.9377,974.4056,980.6084,709.7521,805.5965,1180.4206,422.4208,490.06,472.9701,3114.4819,618.1322,594.8218,1852.48,421.6888,335.3234,650.36,765.8362,428.67,466.7304,749.5209,687.85,567.8552,998.6077,874.82,1366.0736,782.3062,280.9882,728.4557,823.5817,1000.3491,774.0337,735.5372,1313.9451,885.2086,,,,,,,,,,,,,,,,,,,,,,,,,,,901.7659,814.6778,,928.82,1180.9134,1021.7805,825.6392
2016-10-14,1077.3354,1017.7822,980.5168,982.7252,715.4529,806.1946,1177.1919,424.1338,490.06,473.1704,3092.9628,622.9746,610.0899,1880.58,429.75,335.3234,653.44,780.7068,433.23,478.2424,754.2787,687.85,566.2905,992.0748,874.82,1391.0276,820.3325,279.3639,748.0745,826.4816,1000.3491,774.0337,735.5372,1312.374,892.4321,,,,,,,,,,,,,,,,,,,,,,,,,,,891.7729,817.1817,,941.24,1184.5674,1012.2088,840.572
2016-10-17,1083.5168,1055.7377,980.5168,978.4916,720.4411,811.6968,1178.2682,428.0598,490.06,479.1802,3088.8245,615.9531,606.485,1891.28,435.4824,335.3234,668.35,799.8946,449.9,488.4388,758.2098,694.93,567.0017,1017.2733,874.82,1419.8208,853.5592,288.4595,754.0454,828.6566,1000.3491,794.0695,735.5372,1327.0374,898.9989,,,,,,,,,,,,,,,,,,,,,,,,,,,902.9323,819.4853,,945.98,1252.9972,1022.6579,838.6452
2016-10-18,1081.7507,1056.3756,989.3442,1004.9516,716.4031,812.893,1184.7256,433.2946,490.06,481.3838,3095.4458,619.1007,608.1814,1910.68,437.2738,335.3234,668.35,818.1231,461.22,492.5502,763.8607,702.0,573.6874,1017.2733,874.82,1425.5794,871.6494,287.485,746.3685,858.3809,1000.3491,794.0695,735.5372,1365.4416,896.0438,,,,,,,,,,,,,,,,,,,,,,,,,,,902.9323,818.0831,,926.27,1257.98,1026.8855,840.0903
2016-10-19,1081.4564,1066.2632,992.0603,1001.2472,704.2888,804.4004,1184.7256,432.1049,490.06,481.3838,3078.0649,609.658,583.5827,1892.62,436.0198,335.3234,677.61,833.2336,458.55,505.3779,754.7701,700.77,572.4072,1020.0731,874.82,1404.4644,907.0913,287.485,743.8095,850.6478,1000.3491,793.6606,735.5372,1374.5189,904.9091,,,,,,,,,,,,,,,,,,,,,,,,,,,902.9323,808.2677,,913.49,1264.6237,1027.045,841.0537
2016-10-20,1101.4724,1057.3325,1006.3199,998.6012,712.84,803.2043,1193.5508,434.8412,490.06,491.1997,3087.9968,608.9316,585.0671,1922.73,445.3349,335.3234,683.2605,828.1968,455.72,509.3249,757.227,693.7,575.2521,1035.9389,874.82,1441.5756,895.6465,298.2048,756.6044,868.5307,1000.3491,802.2473,735.5372,1364.2196,921.3261,,,,,,,,,,,,,,,,,,,,,,,,,,,902.9323,808.7685,,899.2499,1266.949,1033.5059,872.3644
2016-10-21,1107.0651,1048.0828,1004.2828,1003.8932,705.0014,803.0847,1189.4611,433.0567,490.06,486.9929,3077.2373,611.5949,579.3416,1920.05,445.1558,335.3234,677.61,820.5216,449.74,515.7387,774.4255,689.08,568.9932,1049.938,874.82,1449.8936,911.8907,297.2302,758.3104,860.0726,1000.3491,799.794,735.5372,1375.0426,916.401,,,,,,,,,,,,,,,,,,,,,,,,,,,902.9323,795.3475,,888.66,1236.0559,1052.7291,868.5108
2016-10-24,1120.02,1070.73,1011.07,1017.12,702.15,822.58,1192.69,432.46,497.94,492.0,3091.31,626.12,589.7324,1944.14,446.23,335.32,694.06,836.35,466.57,524.78,774.18,692.77,573.26,1048.07,874.82,1462.69,918.17,297.5551,774.52,871.91,1000.35,1017.46,735.54,1395.29,921.33,,,,,,,,,,,,,,,,,,,,,,,,,,,905.23,805.36,,895.23,1268.9421,1055.68,859.36
2016-10-25,1107.36,1070.09,996.13,1024.0,716.64,825.33,1196.35,452.33,488.6,490.6,3145.93,644.04,593.1253,1929.42,460.2,335.32,706.91,833.47,463.89,552.58,804.4,706.62,577.24,1059.27,874.82,1445.41,959.88,292.6825,804.37,852.58,1000.35,1017.46,720.98,1439.46,946.94,,,,,,,,,,,,,,,,,,,,,,,,,,,905.23,815.98,,908.38,1325.0811,1070.36,841.54
2016-10-26,1140.92,1085.4,1021.26,1018.71,709.04,824.14,1201.95,449.36,488.6,488.4,3125.24,659.53,594.6097,1958.18,453.93,335.32,702.8,838.03,476.63,560.8,797.52,720.15,580.37,1055.54,874.82,1465.89,943.27,285.8608,808.64,866.6,1000.35,1017.46,720.98,1426.54,937.09,,,,,,,,,,,,,,,,,,,,,,,,,,,905.23,811.77,,907.65,1314.7834,1063.66,854.54
2016-10-27,1137.68,1070.09,1039.59,1012.36,728.04,820.31,1197.86,449.12,488.6,486.79,3130.21,655.18,600.3353,1988.29,449.99,335.32,707.94,826.52,468.14,550.93,798.26,716.77,577.39,1032.21,874.82,1504.28,918.54,287.8098,816.31,856.69,1000.35,1017.46,756.99,1413.8,935.44,,,,,,,,,,,,,,,,,,,,,,,,,,,905.23,811.07,,930.65,1279.5719,1061.66,856.95
2016-10-28,1133.56,1077.75,1032.8,1044.64,721.87,815.64,1198.93,454.35,488.6,490.8,3167.45,671.16,600.3353,1979.59,463.61,335.32,733.64,830.36,474.11,578.07,808.58,733.38,577.1,1045.27,874.82,1497.24,965.42,295.606,842.76,875.54,1000.35,1017.46,756.99,1467.56,955.15,,,,,,,,,,,,,,,,,,,,,,,,,,,868.8,827.0,,949.27,1302.1604,1082.16,845.39
2016-10-31,1125.32,1068.5,1030.09,1063.16,730.66,808.59,1203.88,459.94,488.6,493.2,3177.38,682.78,603.3041,1946.81,465.76,335.32,758.84,824.84,468.45,597.31,809.31,761.99,580.37,1041.54,874.82,1474.85,964.68,294.3067,856.4,866.6,1000.35,1017.46,756.99,1524.47,974.85,,,,,,,,,,,,,,,,,,,,,,,,,,,903.59,840.82,,949.27,1307.4754,1079.69,852.61
2016-11-01,1130.02,1062.75,1025.33,1070.04,718.54,807.03,1206.47,471.01,509.11,487.79,3204.7,683.5,598.0026,1941.46,468.09,335.32,754.21,824.36,462.01,586.46,815.21,754.61,583.5,1082.6,874.82,1470.37,969.48,296.9054,856.4,857.66,1040.48,1017.46,794.53,1513.82,996.52,,,,,,,,,,,,,,,,,,,,,,,,,,,940.02,836.91,,949.27,1298.5064,1097.56,855.99
2016-11-02,1114.13,1055.1,1023.97,1052.58,708.8,806.91,1218.11,461.7,516.08,481.38,3192.12,656.44,584.643,1885.93,467.55,335.32,750.61,815.01,458.86,584.81,803.66,735.84,596.44,1102.2,874.82,1405.1,963.21,294.9774,838.49,835.18,1066.02,1017.46,794.53,1471.23,1006.04,,,,,,,,,,,,,,,,,,,,,,,,,,,940.02,824.39,,943.06,1317.7731,1082.24,855.02
2016-11-03,1109.13,1054.46,1032.8,1062.11,724.0,816.36,1221.54,467.75,517.54,482.99,3225.55,663.81,588.0359,1889.95,482.06,335.32,764.49,819.32,461.38,595.17,817.67,744.45,593.01,1120.87,874.82,1402.54,986.47,294.1288,853.85,840.26,1089.57,1017.46,794.53,1483.8,1024.1,,,,,,,,,,,,,,,,,,,,,,,,,,,940.02,834.11,,964.24,1326.0777,1100.51,861.77
2016-11-04,1107.36,1046.81,1026.01,1044.11,723.53,806.67,1214.61,470.56,516.26,477.98,3236.47,654.25,583.5827,1883.92,486.54,335.32,758.32,809.73,463.26,628.39,819.64,723.54,584.85,1114.33,874.82,1385.91,1037.78,286.2309,852.99,840.01,1066.02,1017.46,794.53,1444.34,1026.07,,,,,,,,,,,,,,,,,,,,,,,,,,,940.02,830.5,,963.87,1320.7627,1138.32,848.28
2016-11-07,1127.96,1061.16,1040.95,1036.17,728.52,810.26,1212.77,478.08,511.86,482.99,3339.55,659.37,615.1793,1916.71,517.53,335.32,762.43,817.16,471.44,658.32,835.62,743.22,585.88,1161.0,874.82,1414.06,1119.37,290.4163,887.11,879.65,1066.02,1017.46,794.53,1444.17,1078.27,,,,,,,,,,,,,,,,,,,,,,,,,,,940.02,879.68,,967.16,1344.3478,1175.73,860.8
2016-11-08,1131.5,1075.19,1064.72,1057.34,722.34,812.77,1211.49,473.2,505.63,483.99,3345.34,660.11,641.0504,1937.45,508.03,335.32,790.71,825.32,482.76,646.48,820.38,732.46,590.18,1147.0,874.82,1428.78,1050.34,294.4181,885.41,893.42,1099.19,1017.46,794.53,1490.08,1057.26,,,,,,,,,,,,,,,,,,,,,,,,,,,940.02,900.31,,967.16,1346.0087,1198.38,883.93
2016-11-09,1121.49,1061.16,1071.51,1083.8,726.85,810.38,1243.47,472.6,503.25,488.8,3440.45,666.78,648.4724,1938.11,540.1,335.32,817.44,816.68,476.47,708.15,820.38,745.07,607.78,1171.26,874.82,1406.38,1151.12,296.9907,940.85,893.66,1072.66,1017.46,794.53,1537.56,1112.09,,,,,,,,,,,,,,,,,,,,,,,,,,,940.02,909.83,,958.4,1374.2443,1195.59,884.89
2016-11-10,1140.33,1072.32,1102.06,1085.92,740.87,815.29,1220.02,496.54,527.62,500.01,3631.49,694.95,675.1916,2003.68,535.08,335.32,805.62,828.44,485.44,689.57,855.28,737.38,610.42,1180.6,874.82,1487.64,1104.24,313.5695,1003.12,929.43,1072.66,1017.46,794.53,1555.19,1098.63,,,,,,,,,,,,,,,,,,,,,,,,,,,940.02,957.5,,957.3,1377.8983,1225.98,918.13
2016-11-11,1156.81,1085.72,1114.96,1087.51,772.94,816.12,1201.26,498.09,536.23,518.04,3862.23,697.18,695.1251,2010.37,559.98,335.32,826.7,846.19,497.54,703.55,857.74,759.22,617.21,1215.13,874.82,1538.83,1154.08,321.2873,1048.33,922.9,1072.66,1017.46,794.53,1583.3,1142.63,,,,,,,,,,,,,,,,,,,,,,,,,,,940.02,962.91,,964.24,1400.4868,1220.23,915.24
2016-11-14,1099.12,1042.02,1119.04,1045.17,722.1,816.84,1163.74,506.79,523.95,478.18,3764.64,708.3,650.3809,1918.71,527.56,335.32,814.87,811.65,470.97,718.02,868.8,718.61,573.68,1165.66,874.82,1447.97,1213.89,297.8482,1069.65,889.8,1071.33,1017.46,794.53,1512.25,1099.94,,,,,,,,,,,,,,,,,,,,,,,,,,,920.66,918.24,,941.6,1413.1098,1167.83,902.23
2016-11-15,1077.92,1049.04,1114.96,1022.94,728.28,819.59,1176.53,502.98,543.92,481.98,3611.64,682.1,662.4682,1928.75,511.97,335.32,813.85,809.73,467.82,650.26,874.45,706.62,573.96,1129.27,873.37,1437.74,1114.57,302.9934,1008.24,896.32,1071.33,1017.46,794.53,1493.57,1056.27,,,,,,,,,,,,,,,,,,,,,,,,,,,941.66,908.22,,937.22,1381.5524,1148.21,891.15
2016-11-16,1087.93,1063.07,1109.16,1028.77,755.12,815.52,1181.22,506.31,556.01,485.99,3686.9,672.22,701.4868,1967.55,504.45,335.32,817.96,820.52,483.55,676.58,900.5,729.07,576.45,1154.47,908.44,1481.25,1158.51,312.712,984.35,887.62,1071.33,1017.46,833.61,1493.05,1052.33,,,,,,,,,,,,,,,,,,,,,,,,,,,950.85,926.75,,937.22,1403.8087,1156.82,899.34
2016-11-17,1093.23,1058.61,1102.15,1021.89,766.29,810.86,1178.88,489.99,549.23,484.79,3611.64,663.81,700.0024,1963.59,504.09,335.32,800.48,817.88,482.76,673.62,874.45,758.91,573.82,1151.67,967.8,1483.17,1150.39,311.8545,984.35,870.95,1071.33,1017.46,833.61,1485.89,1056.6,,,,,,,,,,,,,,,,,,,,,,,,,,,934.44,913.83,,937.22,1390.5213,1128.82,893.08
2016-11-18,1093.82,1057.65,1092.76,997.01,762.48,813.01,1165.87,497.62,549.6,484.55,3656.3,673.95,686.4307,1959.28,496.57,335.32,762.43,816.44,480.4,661.12,876.66,756.14,568.55,1140.47,982.75,1468.45,1096.48,309.8536,940.0,885.45,1071.33,1017.46,833.61,1450.28,1043.8,,,,,,,,,,,,,,,,,,,,,,,,,,,924.27,908.63,,940.87,1367.9328,1119.73,893.56
2016-11-21,1110.01,1072.64,1099.65,1017.12,778.16,818.28,1174.83,508.93,552.72,491.19,3731.56,696.44,726.5096,2001.89,486.18,335.32,760.38,825.08,492.2,665.07,896.08,790.29,572.71,1147.93,981.09,1524.76,1095.01,321.0015,942.56,890.28,1071.33,1017.46,833.61,1486.41,1034.6,,,,,,,,,,,,,,,,,,,,,,,,,,,906.21,914.73,,944.89,1371.919,1143.74,915.24
2016-11-22,1122.96,1073.92,1113.15,1034.59,772.7,821.15,1177.81,519.29,556.2,498.13,3821.71,702.37,745.3827,2050.97,519.5,335.32,774.77,828.68,487.95,718.19,938.6,796.75,577.56,1199.26,975.28,1544.59,1180.29,332.4352,990.32,890.52,1099.19,1017.46,850.16,1526.91,1097.32,,,,,,,,,,,,,,,,,,,,,,,,,,,942.32,934.87,,967.52,1411.4489,1176.12,933.54
2016-11-23,1130.91,1073.28,1108.89,1008.13,764.38,813.25,1179.3,514.29,555.65,497.55,3784.49,696.93,745.3781,2067.1,529.17,335.32,761.41,826.76,487.79,710.46,942.28,790.6,576.59,1195.53,977.35,1543.31,1156.29,335.5794,1051.74,894.15,1099.52,1017.46,864.51,1486.24,1124.24,,,,,,,,,,,,,,,,,,,,,,,,,,,942.32,931.16,,966.87,1419.0891,1172.3,920.53
2016-11-24,1123.25,1101.03,1096.8,986.96,763.43,828.08,1166.94,537.64,556.01,503.8,3987.12,695.7,753.6461,2060.79,528.63,335.32,765.0,855.19,492.2,696.97,977.18,774.91,572.43,1189.0,976.52,1520.92,1140.05,330.4343,1061.12,875.78,1099.52,1017.46,880.47,1477.51,1116.03,,,,,,,,,,,,,,,,,,,,,,,,,,,942.32,946.99,,967.09,1432.0443,1170.14,922.95
2016-11-25,1126.79,1115.24,1080.45,988.02,744.86,831.55,1157.13,548.95,580.01,502.82,3978.02,690.4,758.885,2053.07,565.0,335.32,751.12,879.19,497.84,704.86,991.93,770.3,571.05,1190.86,985.24,1531.15,1168.11,327.0042,1114.86,864.18,1099.52,1017.46,860.55,1465.64,1165.94,,,,,,,,,,,,,,,,,,,,,,,,,,,942.32,953.5,,966.36,1438.3558,1163.12,905.22
2016-11-28,1146.51,1120.87,1088.27,1012.36,764.34,862.05,1167.37,581.47,600.9,506.73,4083.88,697.1,798.5441,2111.27,571.09,335.32,748.04,884.57,500.8,723.45,1063.45,781.37,583.8,1214.2,999.56,1579.78,1172.91,334.7219,1126.8,876.51,1090.98,1017.46,886.29,1479.96,1188.6,,,,,,,,,,,,,,,,,,,,,,,,,,,942.32,977.63,,961.44,1439.3523,1188.89,914.65
2016-11-29,1165.64,1108.8,1101.07,1009.71,752.46,869.59,1162.89,566.46,598.88,507.32,3854.79,670.3,771.775,2086.03,535.44,335.32,738.27,875.29,491.93,685.46,1074.75,769.68,579.36,1183.4,1009.31,1565.71,1108.3,329.2909,1062.56,866.6,1070.24,1017.46,886.98,1459.53,1120.63,,,,,,,,,,,,,,,,,,,,,,,,,,,942.32,933.12,,954.51,1434.0374,1137.84,936.86
2016-11-30,1154.16,1114.44,1097.51,990.35,744.93,858.82,1155.64,537.04,608.22,500.48,3802.39,656.34,732.0331,2058.68,521.52,335.3234,721.82,893.94,491.49,683.49,1016.01,765.07,576.04,1144.2,1005.37,1532.36,1115.31,318.4289,1019.07,869.26,1078.0457,1017.46,864.72,1429.16,1081.89,,,,,,,,,,,,,,,,,,,,,,,,,,,942.3187,900.34,,926.1,1419.7535,1117.58,929.54
2016-12-01,1173.52,1115.68,1110.31,1000.12,747.52,853.44,1147.97,545.38,627.46,506.14,3880.7,666.83,744.7999,2058.68,555.62,335.32,717.19,893.01,494.34,688.09,1039.12,773.06,574.93,1173.13,998.52,1532.71,1125.28,335.0078,1094.67,865.84,1080.65,1017.46,888.37,1461.1,1174.81,,,,,,,,,,,,,,,,,,,,,,,,,,,942.32,916.69,,969.06,1436.3627,1162.48,938.82
2016-12-02,1223.33,1120.36,1112.44,1015.23,736.94,843.87,1146.26,530.85,655.12,510.83,3845.53,665.33,741.9171,2029.23,546.59,335.32,717.29,895.34,502.41,676.55,997.69,794.48,574.51,1137.68,999.97,1511.01,1118.25,334.1502,1058.68,870.11,1080.65,1017.46,879.33,1475.38,1167.23,,,,,,,,,,,,,,,,,,,,,,,,,,,937.4,911.09,,952.78,1422.7432,1148.35,936.86
2016-12-05,1241.98,1119.11,1121.68,1052.34,739.76,840.73,1145.84,539.13,682.79,513.96,3904.78,658.34,765.5975,2044.66,559.68,335.32,718.41,897.2,503.99,687.64,993.35,818.55,577.42,1163.37,1005.58,1526.95,1137.49,345.5839,1115.86,852.83,1080.65,1017.46,879.33,1533.16,1189.76,,,,,,,,,,,,,,,,,,,,,,,,,,,937.4,940.76,,952.78,1430.0512,1149.84,939.3
2016-12-06,1234.92,1115.37,1108.89,1051.28,743.05,838.34,1143.28,543.72,699.46,510.25,3931.98,657.34,764.5679,2053.07,561.95,335.32,716.95,892.31,501.78,685.47,999.38,844.34,578.39,1146.18,1013.05,1526.32,1131.63,344.4406,1114.94,848.35,1080.65,1017.46,896.03,1545.11,1207.59,,,,,,,,,,,,,,,,,,,,,,,,,,,937.4,939.38,,952.78,1431.0478,1154.93,923.19
2016-12-07,1254.69,1121.6,1112.44,1076.18,747.28,846.54,1141.36,553.37,727.85,511.03,3986.4,655.1,783.7181,2065.7,590.77,335.32,738.81,899.07,507.48,727.39,1036.99,874.98,577.98,1210.94,1024.67,1540.05,1177.69,349.2999,1188.71,850.93,1080.65,1017.46,903.68,1610.09,1244.7,,,,,,,,,,,,,,,,,,,,,,,,,,,937.4,954.07,,937.53,1424.4041,1164.82,922.7
2016-12-08,1236.69,1113.5,1093.25,1078.83,738.35,843.93,1150.1,542.45,755.52,511.81,3892.41,654.6,767.2448,2042.56,592.87,335.32,748.78,887.65,497.98,710.28,1032.51,866.99,589.21,1241.35,1017.2,1515.72,1154.03,341.868,1171.19,827.43,1080.65,1017.46,924.55,1601.63,1247.68,,,,,,,,,,,,,,,,,,,,,,,,,,,965.29,937.51,,951.39,1404.1409,1155.05,908.55
2016-12-09,1234.62,1107.89,1096.8,1097.38,738.58,838.83,1149.03,536.87,771.09,525.48,3907.25,665.08,785.9832,2015.91,584.31,335.32,730.42,878.32,498.14,685.77,1017.11,876.51,587.54,1228.04,1014.3,1490.13,1129.5,352.4442,1139.83,825.08,1104.2,1017.46,916.2,1633.26,1241.05,,,,,,,,,,,,,,,,,,,,,,,,,,,965.29,937.9,,942.73,1407.7949,1148.59,911.96
2016-12-12,1239.05,1121.91,1084.72,1102.15,745.87,841.92,1142.42,531.05,806.08,542.09,3894.06,671.32,796.6909,2055.18,601.6,335.32,735.66,887.41,502.1,675.08,1015.86,882.97,588.38,1265.11,1032.14,1524.45,1088.31,363.592,1172.11,829.07,1118.54,1017.46,918.98,1656.07,1251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,963.32,931.1,,943.77,1390.8535,1144.97,910.01
