,NH0001.NHF,NH0002.NHF,NH0003.NHF,NH0004.NHF,NH0006.NHF,NH0007.NHF,NH0008.NHF,NH0009.NHF,NH0010.NHF,NH0011.NHF,NH0012.NHF,NH0013.NHF,NH0014.NHF,NH0015.NHF,NH0016.NHF,NH0017.NHF,NH0019.NHF,NH0020.NHF,NH0021.NHF,NH0022.NHF,NH0023.NHF,NH0024.NHF,NH0025.NHF,NH0026.NHF,NH0027.NHF,NH0028.NHF,NH0029.NHF,NH0031.NHF,NH0032.NHF,NH0033.NHF,NH0034.NHF,NH0035.NHF,NH0036.NHF,NH0037.NHF,NH0038.NHF,NH0039.NHF,NH0040.NHF,NH0041.NHF,NH0042.NHF,NH0043.NHF,NH0044.NHF,NH0045.NHF,NH0046.NHF,NH0047.NHF,NH0048.NHF,NH0049.NHF,NH0050.NHF,NH0051.NHF,NH0052.NHF,NH0053.NHF,NH0054.NHF,NH0056.NHF,NH0057.NHF,NH0058.NHF,NH0059.NHF,NH0060.NHF,NH0061.NHF,NH0071.NHF,NH0072.NHF,NH0073.NHF,NH0074.NHF,NHLR.NHF,NHNI.NHF,NHPS.NHF,NHSF.NHF,NHSM.NHF,NHSN.NHF,NHCS.NHF
2024-05-07,1502.3676,1502.1773,1383.0568,1042.3942,546.7721,796.4314,2047.3032,901.9823,1181.6973,635.142,6681.3207,1138.805,195.0659,4897.9183,1364.635,628.6529,812.7153,1301.6333,1021.5817,2215.3375,1123.4225,642.0381,790.7684,2258.1631,1097.4253,3048.443,5019.5359,414.0667,7046.5626,421.3233,684.8238,1402.1139,974.6489,1786.272,2784.1984,827.1448,1201.264,1045.4104,1363.1321,643.3123,503.4643,2461.2671,843.6079,2335.485,684.1063,1613.1842,1404.4022,2062.2249,2078.5995,2356.0297,1295.0668,260.9725,865.578,626.9521,1111.4045,1307.1893,497.5668,929.3876,970.2697,,,721.013,1966.38,,1548.349,2399.5135,2237.4771,982.74
2024-05-08,1492.1691,1496.4071,1387.5951,1040.8005,548.1746,799.8545,2044.0641,895.9039,1172.6979,631.6724,6600.0619,1126.8877,194.6562,4902.0101,1346.6745,654.8814,811.2332,1305.2332,1012.3929,2144.8031,1132.619,636.7858,792.0365,2235.6378,1089.5328,3032.8046,4815.0162,413.709,6883.6133,413.6985,684.8238,1402.1139,976.1129,1780.1554,2743.8477,834.7602,1206.2875,1034.5336,1358.8374,636.1405,500.7302,2453.1633,841.2323,2330.9991,677.4719,1596.2308,1389.137,2025.1845,2090.4294,2328.2604,1289.7927,262.6013,861.0511,622.0875,1113.4199,1287.6116,489.4852,945.9959,963.3442,,,721.013,1925.2532,,1542.9563,2452.8492,2209.514,984.4837
2024-05-09,1492.8065,1480.6352,1387.5951,1034.1806,536.7798,798.7134,2040.8278,898.4194,1179.6205,631.0219,6609.51,1136.7613,194.4514,4870.6394,1344.8418,647.4113,810.829,1294.5837,1000.7717,2131.8099,1144.0367,641.2878,797.5057,2269.4258,1078.8217,3016.1237,4793.3453,414.4072,6879.6389,414.7289,684.8238,1402.1139,970.257,1778.0381,2743.1272,822.4585,1199.6435,1044.3998,1348.1007,631.1202,502.8784,2452.0056,841.5916,2305.205,675.9554,1585.1918,1397.0158,2048.3348,2078.5538,2360.3856,1292.1111,263.1195,849.5453,631.752,1105.0905,1316.5045,487.9562,949.7243,963.3442,,,721.013,1934.1256,,1571.3275,2481.8875,2227.8411,987.2736
2024-05-10,1465.0793,1456.0157,1391.5661,1034.7935,532.9231,804.6721,2090.1605,919.4243,1189.3122,630.5882,6723.1831,1143.8756,192.9493,4805.1702,1342.276,647.4113,806.5175,1283.7842,984.5561,2105.8235,1145.8781,638.2865,824.9423,2272.2414,1063.4126,2978.5915,4750.0034,415.0367,6943.2289,415.7593,684.8238,1374.1444,964.035,1773.8036,2742.4066,821.2869,1202.2363,1056.6107,1338.6524,628.6818,498.582,2414.9592,837.3582,2270.9998,676.7137,1593.9693,1407.3568,2011.2944,2081.2275,2382.7099,1293.803,267.5616,842.7549,625.7507,1112.8209,1319.9557,473.3219,951.419,965.191,,,721.013,1972.069,,1566.9408,2603.3744,2301.0496,987.9711
2024-05-13,1467.9476,1487.9442,1388.7297,1039.5746,530.9948,801.3758,2076.0871,912.6581,1164.0445,626.2513,6741.4008,1135.6047,196.7045,4854.2721,1351.073,647.4113,814.1973,1317.0825,1007.258,2095.6146,1155.4007,650.542,813.3953,2270.8336,1068.8622,3001.5278,4705.307,413.1241,7058.4857,413.4924,684.8238,1348.0039,970.989,1784.1547,2752.4943,819.92,1207.2598,1040.4883,1345.9534,632.4112,506.3937,2476.3172,858.4982,2298.4761,675.1972,1582.8916,1397.5083,2052.0388,2073.0071,2344.5953,1290.9797,269.1163,851.8087,628.0953,1121.6228,1302.3701,467.8613,953.1137,959.4197,,,721.013,1957.3885,,1577.0303,2699.9713,2260.2101,990.761
2024-05-14,1480.6958,1491.791,1393.268,1035.4065,531.696,783.6266,2064.9177,919.231,1169.9288,625.1671,6834.9739,1134.5019,195.4072,4822.9014,1330.5466,647.4113,812.4458,1329.8319,1012.1226,2032.5049,1164.6058,644.5393,814.6166,2215.9282,1081.4525,3000.4853,4507.5595,412.5616,6879.6389,407.8253,684.8238,1294.1091,975.3809,1779.4496,2717.1874,820.3106,1205.6393,1046.7676,1346.8123,639.7264,499.7537,2464.7402,854.1986,2292.308,675.7659,1576.4874,1395.5385,1973.3279,2069.6222,2345.9049,1286.3917,268.302,872.9342,615.3302,1106.9529,1274.7848,458.6876,943.9622,958.2655,,,721.013,1971.5252,,1565.1861,2529.8897,2345.913,991.8072
2024-05-15,1474.9591,1502.1773,1394.9699,1038.2261,523.1061,782.4856,2081.2994,928.1236,1160.9293,627.9861,6796.8822,1132.0206,197.0459,4862.4558,1327.2478,647.4113,817.8352,1317.3825,1017.7981,2028.3285,1192.8559,647.5406,820.1681,2215.9282,1091.7878,3019.2513,4507.5595,411.2115,6820.0233,410.9165,684.8238,1288.9873,973.5509,1785.5662,2719.3491,808.7899,1204.8291,1038.9609,1339.0819,638.8658,499.5584,2461.2671,861.3646,2310.8124,672.733,1575.2757,1386.1824,1976.106,2074.9413,2328.7678,1295.9206,266.6732,867.4642,613.2461,1117.0123,1268.5781,449.9507,950.4022,963.1133,,,721.013,1969.6222,,1577.0303,2434.478,2383.1565,997.0383
2024-05-16,1474.6404,1497.9459,1399.5082,1040.3101,532.9231,781.091,2101.4043,915.9446,1164.0445,632.5398,6839.9424,1146.9083,200.8694,4841.9966,1357.3042,647.4113,820.1256,1308.233,1007.5282,2071.9485,1183.016,651.7925,842.4848,2239.8613,1085.9624,2997.3576,4660.6106,411.324,7002.8445,410.7104,684.8238,1288.9873,978.6749,1792.3885,2766.9053,816.991,1209.5285,1037.9427,1370.0036,638.5789,499.1678,2448.5325,875.6968,2296.2332,672.733,1595.0078,1390.1218,2000.1822,2090.4151,2325.6032,1306.5081,267.1174,870.2935,610.9015,1130.0057,1292.3704,454.3191,952.4358,968.8846,,,721.013,2000.6142,,1615.1949,2455.2197,2350.9644,1003.3155
2024-05-17,1488.026,1532.1824,1394.9699,1058.5762,534.5009,780.9642,2103.0425,923.2907,1176.1592,635.142,6976.5756,1157.6606,200.528,4899.2822,1362.0692,651.7273,848.285,1328.482,1032.1219,2101.1831,1186.825,664.048,849.5906,2303.2138,1084.2712,3025.5067,4671.4461,413.4616,7086.3063,415.141,684.8238,1288.9873,983.7989,1828.8527,2773.3902,819.3342,1221.196,1047.107,1370.4331,648.0457,500.5349,2465.8979,875.3385,2330.9991,673.1121,1602.1044,1415.2356,2130.7497,2156.6624,2332.0544,1308.9786,270.3009,873.1228,618.7169,1132.9397,1303.0597,465.0218,958.8758,974.8868,,,721.013,2093.1824,,1605.9827,2464.7016,2380.1599,1005.4079
2024-05-20,1485.4763,1536.0292,1392.1334,1060.2925,537.1304,785.2748,2155.0917,937.9829,1206.6189,642.5147,7259.779,1154.9036,202.9859,4887.0067,1369.0335,651.7273,860.0069,1322.0323,1035.6352,2114.1763,1195.3953,666.299,912.2108,2306.0294,1080.7008,2997.3576,4721.5602,419.987,7110.1525,412.1529,684.8238,1288.9873,987.8248,1843.6736,2784.919,827.1448,1225.2472,1057.1198,1371.292,652.9226,499.1678,2589.7717,883.9378,2324.8309,672.5434,1647.6266,1423.6069,2205.7565,2214.6892,2357.7776,1313.9195,268.376,862.1828,628.0953,1151.3819,1344.4377,463.056,972.4336,985.7368,,,721.013,2147.4184,,1622.2136,2641.302,2381.7867,1004.7105
2024-05-21,1483.8828,1540.6454,1389.297,1051.7111,537.8316,786.7961,2130.4446,959.248,1196.9272,641.4305,7211.7504,1163.1746,201.0742,4882.9149,1373.0655,651.7273,851.6534,1329.0819,1035.365,2106.2876,1184.2857,658.2954,915.6526,2332.7782,1076.3788,2980.6766,4703.9526,416.8368,7217.4606,409.0618,684.8238,1185.911,984.1649,1833.5577,2790.6834,825.1922,1216.6586,1039.6398,1376.8751,649.1932,472.8033,2530.7291,880.7131,2327.6346,671.9748,1654.3771,1428.5312,2188.1623,2221.9425,2324.3922,1312.5078,270.523,862.3714,639.2973,1145.5139,1411.6768,466.1139,977.5178,981.3506,,,721.013,2153.5352,,1603.7894,2586.1884,2401.7355,1001.9206
2024-05-22,1489.6195,1546.8003,1404.6139,1054.5307,539.0588,784.5141,2134.5401,963.501,1189.6584,639.262,7139.7074,1178.6137,202.5763,4940.2005,1392.8587,651.7273,860.0069,1341.8313,1035.365,2184.7107,1187.7773,657.295,927.3106,2356.7114,1151.9207,3065.1239,4874.6114,415.0367,7320.7943,412.6681,684.8238,1127.0103,989.2888,1834.0282,2817.3436,827.7306,1214.2279,1027.7601,1386.3234,648.3326,469.6787,2537.6752,887.5209,2352.3072,671.7852,1633.6065,1467.4329,2245.575,2241.7683,2269.662,1309.6844,273.1882,866.8983,642.9354,1145.9331,1430.6417,464.8034,974.4673,980.6581,,,721.013,2147.0106,,1602.4733,2612.2637,2384.612,1006.1054
2024-05-23,1490.5756,1540.2607,1402.912,1044.846,544.4932,776.9073,2083.9056,941.2693,1165.7752,637.961,6879.6902,1145.8055,202.9859,4940.2005,1383.6952,667.1656,862.971,1334.1817,1026.7167,2170.7894,1165.8754,648.0408,884.5646,2335.5939,1098.3649,3047.4004,4838.0416,412.7866,7205.5375,413.0803,684.8238,1127.0103,1014.9086,1815.6785,2809.4176,830.0738,1212.7694,1022.4991,1349.3891,646.0376,474.9516,2517.9944,892.8955,2345.5783,671.2165,1625.6444,1430.5009,2200.2005,2215.1727,2259.2632,1302.2731,269.1163,868.2187,636.8171,1137.5502,1371.3333,463.7113,955.8253,976.2719,,,721.013,2065.5886,,1568.6955,2603.967,2322.6251,1001.9206
2024-05-24,1489.3008,1534.4905,1396.6718,1049.0141,544.8438,779.5697,2064.3965,955.9615,1171.6595,642.081,6960.014,1149.941,205.1708,4895.1904,1388.4602,664.0116,872.4024,1328.032,1025.3654,2203.7364,1173.8109,650.2919,889.2278,2415.8404,1087.0899,3018.2088,4913.89,413.0116,7217.4606,411.7408,684.8238,1129.6704,993.6808,1824.3829,2812.2998,830.4644,1227.8399,1016.5593,1349.3891,653.9266,464.9916,2542.306,910.0941,2323.1487,669.8896,1634.645,1441.8267,2224.2767,2255.3079,2246.128,1307.5669,269.8567,863.3145,665.6697,1153.4776,1411.332,470.0455,963.2821,983.89,,,721.013,2086.5218,,1623.091,2660.2658,2347.3685,997.387
2024-05-27,1481.0145,1527.9509,1390.4316,1062.7443,542.2142,786.1622,2069.2365,954.6083,1190.3506,644.4663,6916.9538,1152.9737,204.3515,4893.8265,1379.2967,664.0116,870.2467,1316.6326,1027.5274,2172.1816,1177.6199,655.044,898.5542,2405.9855,1093.2911,3001.5278,4743.2312,413.3491,7145.9219,410.8134,684.8238,1151.9242,989.2888,1842.4973,2794.2861,827.5354,1217.4688,1029.7966,1349.8186,655.0741,463.8199,2533.0445,907.586,2319.7843,670.2688,1664.7623,1448.2282,2261.3171,2310.9169,2247.7699,1315.3311,269.1163,862.1828,662.5231,1152.6393,1400.6427,463.9297,954.8085,992.6624,,,721.013,2087.8811,,1619.5816,2769.9003,2336.4951,994.2484
2024-05-28,1483.2454,1559.1101,1389.8643,1056.247,543.0907,789.2049,2069.9067,958.668,1224.6178,641.6473,7005.5584,1168.4129,207.2191,4855.6361,1372.6989,671.3157,864.992,1336.8815,1050.4995,2149.9075,1197.2998,655.044,921.4261,2376.421,1094.9824,2978.5915,4613.2054,408.2863,7014.7676,410.4013,684.8238,1159.0952,992.5828,1835.9102,2788.5217,828.5117,1220.5478,1036.0759,1351.9659,654.9307,464.0152,2530.7291,919.0517,2325.3917,669.8896,1657.4926,1446.751,2186.3103,2319.6209,2275.6823,1302.979,264.4521,862.9373,649.6635,1163.537,1390.2982,458.6876,949.3853,986.8911,,,721.013,2115.8826,,1592.8225,2791.2346,2374.2523,994.2484
2024-05-29,1488.3447,1568.3424,1381.3549,1060.4151,545.8956,788.8246,2083.8312,980.1264,1238.117,645.5506,7077.6014,1186.609,210.906,4786.075,1375.6313,661.6875,869.3035,1357.2805,1061.8504,2196.7758,1208.7268,656.5447,950.0715,2472.1536,1093.667,2922.2933,4675.5094,414.2492,7082.3319,406.4858,684.8238,1199.9045,998.4387,1842.7326,2795.0067,832.6123,1214.0658,1051.6891,1349.8186,659.3772,466.3587,2548.0945,938.4002,2302.962,669.8896,1672.5513,1455.1222,2252.9831,2317.2031,2318.3719,1306.8611,265.3406,870.2935,643.7482,1206.7086,1394.0912,459.5613,939.5559,993.1241,,,721.013,2126.0774,,1599.4026,2837.4588,2414.9205,990.0635
2024-05-30,1482.9267,1544.4922,1377.3839,1064.338,542.3895,786.6693,2063.354,955.3816,1223.9255,653.1402,6861.4725,1188.8146,213.9784,4747.8846,1369.7666,661.6875,877.5223,1321.8823,1046.1754,2166.6131,1190.9514,665.0485,920.4269,2411.6169,1070.3655,2909.7826,4549.547,413.1241,6875.6645,406.1767,684.8238,1263.1313,995.1447,1851.9074,2783.4779,828.3164,1212.6074,1037.773,1346.3828,658.9469,465.5775,2528.4137,964.5564,2276.0465,668.1836,1672.5513,1446.2585,2170.5681,2310.4334,2275.6823,1320.6249,265.1185,862.9373,672.5535,1215.9297,1364.437,463.056,946.3348,1004.4358,,,721.013,2057.9766,,1716.0897,2843.9776,2356.1015,987.6224
2024-05-31,1482.608,1565.6496,1380.7876,1060.1699,530.1183,775.8931,2073.2575,962.3411,1204.8882,649.4538,6831.6616,1187.4361,209.6087,4766.9798,1358.4038,672.1457,884.6632,1336.4316,1068.6069,2109.5359,1196.0301,658.0453,917.3181,2384.868,1065.4797,2904.5698,4525.1672,411.549,6875.6645,409.8861,684.8238,1225.1952,989.6548,1845.0851,2761.8614,815.0384,1196.7267,1023.0082,1332.2104,664.8278,457.1799,2517.9944,931.5924,2289.5043,667.4254,1684.1482,1438.8721,2134.4537,2294.9595,2228.067,1311.8019,266.0069,855.3925,660.2084,1202.098,1359.9544,458.0323,966.3326,997.0485,,,721.013,2061.3748,,1778.3813,2780.5674,2354.0467,987.2736
2024-06-03,1481.6519,1519.8727,1382.7153,1045.7041,526.2616,784.2605,2053.525,934.8898,1183.428,640.78,6749.6816,1167.3101,206.8094,4701.5105,1343.3756,670.6517,846.9377,1299.0835,1034.0137,2105.8235,1191.5863,642.2883,886.3411,2341.2252,1050.4465,2851.3993,4595.5978,405.3611,6704.7665,411.2256,684.8238,1225.1952,984.1649,1816.3843,2738.0833,810.7425,1164.9652,1011.1286,1299.5708,660.3813,449.7588,2452.0056,919.8514,2232.3087,667.4254,1659.3966,1426.5615,2037.2227,2236.4492,2211.648,1295.2147,270.597,849.9225,636.0324,1192.0386,1305.8183,448.6401,941.9285,983.89,,,721.013,2004.0125,,1629.2324,2556.5575,2284.6967,985.8787
2024-06-04,1488.9888,1512.5637,1377.7373,1043.9879,523.8073,785.5283,2070.9492,942.8898,1147.7763,634.0577,6788.2473,1179.8189,204.8977,4727.4255,1336.4113,658.2015,851.9228,1287.3841,1032.9326,2088.654,1205.4912,640.7876,900.6638,2359.5271,1045.3727,2875.3782,4527.876,398.2732,6629.2534,412.359,684.8238,1140.3307,988.9228,1807.9152,2729.4368,805.0798,1161.2381,970.5667,1294.8467,659.2338,449.7588,2513.3636,911.5551,2230.0658,666.0985,1656.2415,1420.6523,2067.781,2192.9291,2160.2015,1285.6942,269.1904,847.4704,644.0054,1194.8044,1308.437,445.1629,944.9791,974.1942,,,721.013,1992.3971,,1605.1054,2550.6313,2292.8588,983.2436
2024-06-05,1482.0227,1505.2548,1381.0125,1040.5553,531.1701,791.6138,2061.1946,928.9049,1135.6617,636.0094,6625.9803,1165.0617,205.5122,4756.0682,1331.2797,658.2015,846.1293,1284.0842,1027.2572,2076.1248,1187.007,643.5388,866.0229,2367.974,1032.5945,2897.2719,4475.0531,394.3355,6557.7147,412.9772,684.8238,1086.0962,986.3608,1799.4461,2724.3929,813.4763,1138.8754,967.3759,1302.1476,649.1932,454.0553,2529.5714,913.9115,2242.402,665.7194,1616.1553,1398.9855,2032.5926,2162.9486,2147.0663,1290.4165,267.4135,851.8087,637.8328,1199.832,1306.5785,437.0059,937.8612,974.1942,,,721.013,1929.7034,,1573.0822,2467.6647,2212.3381,988.4447
2024-06-06,1480.7396,1526.4122,1385.0649,1045.459,530.9948,798.967,2092.9156,930.7591,1135.3155,635.7925,6728.3383,1173.3722,212.4764,4776.5274,1343.3756,656.8734,844.243,1292.0338,1045.0943,2081.2293,1199.3318,641.2878,895.2234,2448.2205,1027.8966,2896.2294,4435.7744,394.673,6672.9715,411.3286,684.8238,1124.0323,983.7989,1805.0922,2758.2587,813.4763,1145.6815,979.26,1306.4423,653.2094,455.4223,2490.2096,945.1521,2264.2709,664.3925,1624.3575,1401.4477,2066.855,2157.1459,2178.2625,1292.5317,268.9683,855.3925,641.1763,1245.9971,1329.2146,441.6395,922.6087,974.1942,,,721.013,1941.0149,,1601.596,2487.8137,2250.3954,992.2328
2024-06-07,1481.3135,1540.2607,1399.1179,1047.4204,530.6442,798.8402,2093.5113,934.3126,1138.7768,638.3947,6750.1558,1170.5117,218.7578,4765.6158,1339.7102,655.5454,847.0724,1291.7338,1054.0129,2090.0461,1198.061,638.7867,915.8747,2417.2482,1037.2924,2873.2931,4434.42,396.9231,6672.9715,410.5043,684.8238,1152.1331,982.7009,1807.2094,2747.4505,812.1094,1147.7881,989.6168,1304.295,653.6397,448.9777,2461.2671,973.2859,2267.6354,664.7716,1631.7693,1402.4325,2058.5209,2148.9255,2191.6167,1302.8815,265.9328,854.8266,632.9462,1312.0188,1321.786,437.4793,919.5582,981.1198,,,721.013,1938.1254,,1601.596,2525.1487,2291.2472,995.1892
2024-06-11,1480.347,1511.4097,1396.8695,1047.1752,525.7357,785.2748,2028.2822,914.8116,1170.9672,644.6832,6613.8641,1152.3727,212.135,4742.4288,1318.4508,655.5454,839.3926,1283.3343,1026.4464,2043.1778,1187.8917,637.7862,855.9193,2346.8566,1050.4465,2858.6972,4340.964,397.8232,6406.6886,415.3471,684.8238,1090.0303,983.4329,1807.2094,2713.5847,810.1567,1147.3019,1012.8879,1301.2887,652.9226,448.9777,2402.2245,938.7419,2248.5702,667.0463,1644.659,1388.6446,2009.4423,2180.8402,2223.6765,1308.5125,271.6335,860.108,623.4301,1278.7978,1305.9851,426.1162,935.1496,990.3538,,,721.013,1895.7635,,1604.6667,2505.5923,2260.9532,990.0417
2024-06-12,1479.3805,1527.5663,1400.8043,1055.8792,525.7357,784.3873,2040.4196,908.8261,1185.5048,646.418,6610.5601,1146.0516,215.8219,4753.3404,1322.4827,648.0753,841.0094,1293.6837,1044.2835,2075.1967,1182.4893,640.2874,865.2457,2345.4487,1046.6881,2863.91,4410.0402,400.2983,6442.4579,412.6681,684.8238,1090.0303,991.1188,1819.6778,2719.3491,810.352,1147.626,1023.4194,1301.7181,655.0741,448.9777,2382.5436,952.9868,2256.4206,663.6343,1660.6841,1390.6143,2014.0724,2210.3371,2252.2213,1313.4397,271.4114,856.5242,626.5164,1362.0605,1336.213,434.1124,928.0318,992.6624,,,721.013,1899.6759,,1587.9971,2507.9628,2337.5842,991.7575
2024-06-13,1467.4605,1521.7961,1396.3073,1053.55,517.4964,781.4714,2041.9088,914.6185,1182.0434,644.6832,6628.7323,1136.7073,211.4522,4660.5923,1327.2478,650.8973,835.62,1274.1847,1042.662,2100.255,1180.9004,633.2842,863.0251,2310.2529,1035.4132,2773.2074,4385.6604,400.4109,6494.1248,411.0195,684.8238,1042.8209,985.2628,1814.267,2729.4368,803.5177,1148.1122,1018.3235,1281.9626,650.1973,440.7754,2366.3359,934.4684,2212.122,662.8761,1630.3758,1372.8869,1988.1441,2172.6197,2241.5083,1309.9203,263.8599,843.5094,625.4876,1320.4291,1337.9305,429.0622,934.1328,988.0453,,,721.013,1881.5978,,1557.7287,2336.1033,2345.179,990.3848
2024-06-14,1466.1718,1516.4105,1395.7452,1050.1174,518.7235,790.7263,2042.0577,909.0192,1176.5053,643.8158,6591.5618,1132.8596,208.0384,4715.15,1333.1124,651.0633,837.3716,1270.2849,1038.3378,2163.3648,1184.0783,632.5339,855.9193,2310.2529,1034.6616,2812.8246,4491.3063,399.9608,6577.5866,411.1225,684.8238,1049.5651,990.3868,1810.7382,2742.4066,804.8846,1148.7604,1019.5125,1283.6805,643.8861,445.853,2421.9054,916.6622,2237.9161,663.2552,1619.9247,1371.902,1996.4782,2177.4553,2260.6338,1309.5683,264.7483,835.2101,626.2592,1290.1518,1328.3125,425.6953,928.0318,987.3528,,,721.013,1861.766,,1560.3607,2258.4703,2322.9919,998.6209
2024-06-17,1454.2517,1493.3297,1386.7513,1041.1683,506.1017,782.9927,2045.7064,895.8898,1163.6984,635.5757,6466.0083,1115.2703,203.259,4636.0413,1324.3154,641.1032,826.4581,1243.1363,1014.8252,2112.3201,1186.3028,629.2824,856.2524,2241.2691,1033.5341,2739.8455,4418.1668,398.7233,6462.3298,399.1701,684.8238,1049.5651,986.3608,1803.4454,2723.6724,788.287,1119.7537,1014.4167,1287.5457,641.7345,435.1119,2417.2746,893.1581,2187.4495,663.4448,1609.4735,1363.0384,1963.1418,2166.8171,2261.7266,1303.5854,261.2687,826.1564,625.2304,1262.8181,1276.1006,419.5929,929.3876,975.1176,,,721.013,1836.133,,1540.1817,2253.1367,2264.1106,995.5324
2024-06-18,1451.6744,1507.9476,1381.1301,1044.3556,508.03,761.1866,2048.0147,903.9991,1190.3506,637.5273,6485.8325,1120.4922,203.6687,4585.5754,1326.1481,644.0912,824.5719,1248.5361,1028.3382,2107.2157,1200.921,628.0319,864.4685,2214.5203,1036.5407,2703.3559,4374.8249,402.211,6521.9454,399.2731,684.8238,983.5282,988.5568,1806.2684,2731.5984,787.3107,1109.0585,1032.7618,1272.9438,639.8699,431.0107,2395.2783,895.2948,2177.3561,661.1701,1602.6803,1361.5611,1922.3974,2203.5674,2297.7919,1309.2164,259.788,830.8719,613.914,1255.6692,1280.2226,410.1237,916.8466,976.7336,,,721.013,1817.1106,,1548.0779,2367.5121,2274.5215,989.0122
2024-06-19,1453.9295,1522.5654,1381.6922,1051.3433,510.4843,766.8917,2056.6524,920.4109,1214.9261,644.2495,6542.8272,1125.4391,205.0342,4601.9427,1324.682,644.0912,831.578,1258.1356,1041.3107,2124.8493,1238.42,634.5348,866.8001,2234.23,1033.5341,2696.058,4377.5337,405.1361,6549.766,398.861,684.8238,1034.9527,988.9228,1822.5008,2727.9957,789.0681,1132.3935,1044.1425,1268.2196,641.7345,432.3778,2384.859,901.3489,2190.2532,660.6014,1595.0162,1371.902,1921.4714,2260.627,2325.6604,1315.5513,261.1946,832.1922,618.2863,1267.8643,1295.6801,412.2279,910.4066,987.5836,,,721.013,1826.6892,,1562.1154,2356.845,2303.6208,996.2187
2024-06-20,1459.4063,1517.5646,1385.6271,1052.937,510.8349,767.6524,2074.3744,920.604,1226.6946,644.6832,6575.0416,1132.0351,205.9901,4608.7624,1318.4508,642.7632,829.1528,1262.4853,1040.4999,2087.7259,1194.2475,632.5339,893.558,2234.23,1035.6011,2692.9303,4300.331,407.8363,6553.7404,398.2428,684.8238,1022.8694,990.3868,1823.4419,2720.7902,791.9971,1127.8561,1049.5781,1274.6617,645.7507,431.9872,2405.6976,907.0469,2183.5243,658.5163,1597.8031,1376.3339,1963.1418,2268.8475,2332.2178,1319.0707,260.0841,831.2491,620.0866,1265.7617,1319.038,413.4905,921.9308,990.123,,,721.013,1839.2359,,1561.2381,2360.9933,2340.7416,1002.0526
2024-06-21,1475.1924,1505.2548,1385.6271,1045.8267,510.4843,770.6951,2083.9801,918.287,1222.541,642.081,6551.0873,1125.1643,203.4639,4547.385,1305.9883,642.7632,821.3382,1244.6363,1032.9326,2055.707,1190.7518,624.7804,896.5557,2222.9673,1032.0308,2690.8452,4225.837,405.5862,6450.4067,401.1278,684.8238,1039.7299,980.5049,1815.4433,2704.2176,789.8491,1121.3742,1049.0685,1263.9249,649.3367,444.6812,2420.7477,894.9387,2153.2443,658.7059,1592.055,1364.5156,1952.9557,2253.8572,2330.5784,1324.3498,258.7515,827.4767,615.4572,1264.5001,1316.977,405.9151,922.6087,985.7368,,,721.013,1812.3887,,1543.2525,2346.1778,2319.4078,1002.7389
2024-06-24,1493.878,1506.4088,1402.4907,1039.8198,510.4843,769.6808,2052.1102,913.46,1213.8877,644.2495,6498.2227,1119.118,203.5321,4565.1163,1294.6256,632.139,812.7153,1256.1857,1031.5813,2037.1453,1200.6033,619.7782,874.128,2159.6149,1039.1715,2703.3559,4179.7862,405.5862,6323.2267,407.3101,684.8238,987.7434,976.8449,1806.7389,2686.9244,790.4349,1113.7579,1048.7288,1264.3544,652.7791,441.5565,2399.9091,896.3632,2162.7769,659.8432,1592.5776,1370.4248,1873.3188,2242.7354,2328.3927,1354.2647,257.6409,828.6084,586.3946,1254.4077,1304.2676,391.3956,917.1855,990.3538,,,721.013,1817.1106,,1516.4934,2293.4348,2336.3041,1011.3181
2024-06-25,1491.6228,1490.2522,1409.7982,1045.8267,511.7113,775.7662,2055.7588,913.653,1220.118,649.2369,6498.2226,1117.1941,208.7894,4580.1196,1294.6255,635.791,819.8561,1240.8864,1024.5545,2050.1384,1200.2854,628.532,874.0169,2183.548,1042.7419,2701.2707,4189.2672,405.1361,6366.9448,406.3827,684.8237,944.4681,972.8189,1820.3835,2681.16,791.4112,1100.794,1056.7123,1278.9563,658.9468,446.0482,2483.2634,910.252,2162.7768,658.5163,1616.6151,1370.9171,1877.9488,2285.2884,2348.611,1367.6384,255.4199,829.5515,581.508,1285.9465,1313.8855,398.3397,926.337,998.2027,,,721.013,1834.1093,,1513.8613,2315.9542,2330.8426,1014.4066
2024-06-26,1495.8109,1500.2539,1413.1709,1045.9493,516.6198,775.893,2042.8768,931.8025,1223.9255,646.6348,6482.5284,1116.9193,206.1949,4582.8475,1305.9883,629.6489,818.7782,1249.286,1032.3921,2113.2482,1222.8484,626.7813,856.4744,2191.995,1055.3322,2716.9091,4282.7232,407.9487,6565.6634,411.1225,684.8237,942.501,976.1129,1821.795,2704.2175,801.3697,1115.2163,1053.6548,1291.8403,656.5084,448.7823,2471.6864,902.0611,2177.3561,659.0849,1606.3382,1374.8566,1915.9153,2271.7488,2356.2612,1358.8399,260.3061,831.6263,589.9953,1269.9668,1299.115,408.4402,932.0991,992.8932,,,721.013,1841.5293,,1517.3707,2276.8414,2280.1536,1014.7498
