,TU.CBT,TY.CBT,T.CFE,CBA00362.CS,SPTAGUSDOZ.IDC,SPTAUUSDOZ.IDC,NH0008.NHF,NH0025.NHF,USDX.FX,USDJPY.FX,UC.SG,000852.sh,000300.sh,000016.sh,H20269.CSI,HSI.HI,SP500TR.SPI,N225.GI,899800.MI,935600.MI,NH0012.NHF,NH0013.NHF,NH0032.NHF,NH0016.NHF,NH0038.NHF,NH0022.NHF,NH0029.NHF,NH0041.NHF,B.IPE,SPSIOPTR.SPI,NH0015.NHF,NH0001.NHF,NH0002.NHF,NH0021.NHF,NH0033.NHF,NH0047.NHF,NH0056.NHF,NH0800.NHF,NH0700.NHF,SPGSCITR.SPI,IEF.O
2023-08-02,101.515625,110.796875,102.09,135.4258,23.74,1934.13,1719.1907,648.8831,102.6348,143.3245,7.1594,6496.0222,3969.895,2620.6844,18784.6703,19517.38,9704.63,32707.69,650.031541,815.698146,5704.515,996.8315,5339.3774,1445.6128,2843.6917,2164.3899,3995.3186,1012.1743,83.38,7095.8346,4582.6584,1553.3514,1471.2436,989.9848,494.3821,2437.0971,346.1142,2920.05,1645.04,3503.8393,94.75
2023-08-03,101.5078125,110.28125,102.22,135.5794,23.5548,1933.72,1711.1433,633.1852,102.4789,142.533,7.156,6499.5448,4004.9839,2645.1526,18811.698,19420.87,9680.36,32159.28,648.685596,809.154415,5658.7689,993.2234,5193.0227,1417.8492,2811.2327,2049.647,3824.0182,980.3765,85.25,7246.1552,4547.8927,1555.8116,1438.4324,963.0115,492.0628,2409.7694,343.2805,2835.48,1626.52,3544.751,94.05
2023-08-04,101.6992188,111.296875,102.25,135.5936,23.6282,1942.69,1708.7367,631.3912,102.0037,141.757,7.1639,6535.322,4020.5792,2648.8447,18846.2801,19539.46,9629.77,32192.75,648.181483,813.825232,5697.1316,995.7018,5226.0672,1420.8918,2815.4665,2061.7389,3876.3563,1007.2767,86.15,7303.3327,4589.6569,1565.9275,1462.3447,972.23,498.9254,2441.0628,346.0836,2849.8,1637.94,3571.1153,95.05
2023-08-07,101.6953125,111.0,102.31,135.6625,23.118,1936.1,1713.3996,634.755,102.0731,142.4755,7.1704,6503.9825,3990.1531,2634.5809,18725.4413,19537.92,9716.91,32254.56,648.23833,818.346926,5674.0653,994.4622,5187.6552,1419.3705,2811.2327,2052.7939,3871.0424,1017.7658,85.91,7348.6067,4554.0569,1579.2496,1449.1623,967.3594,488.3009,2444.4988,346.1802,2837.65,1624.17,3555.0326,94.82
2023-08-08,101.7265625,111.421875,102.35,135.6887,22.763,1924.8,1713.3996,630.4942,102.5367,143.3855,7.2048,6471.3444,3979.7322,2631.3774,18714.0619,19184.17,9676.0,32377.29,639.810885,816.133975,5651.8076,993.3839,5162.4199,1404.1575,2785.83,2024.4895,3802.2925,1006.8361,86.18,7408.9632,4537.1453,1574.1768,1425.6881,946.8766,494.849,2432.3723,345.389,2813.76,1620.85,3571.8731,95.3
2023-08-09,101.6289062,111.359375,102.335,135.6911,22.646,1913.7,1712.3467,626.7939,102.5032,143.727,7.1969,6420.9768,3967.5652,2628.7041,18588.0172,19246.03,9608.73,32204.33,642.406588,818.541086,5638.6179,995.2709,5212.8905,1407.2001,2797.1201,2053.2737,3871.0424,1020.7022,87.51,7511.7291,4621.7034,1609.3698,1445.8612,957.7662,499.6431,2477.8466,346.1802,2835.67,1621.95,3619.9332,95.36
2023-08-10,101.5703125,110.6875,102.3,135.6545,22.683,1912.14,1705.8035,623.7665,102.6391,144.757,7.2002,6426.8142,3975.7166,2629.4432,18618.6486,19248.26,9612.36,32473.65,641.076121,816.319999,5638.6179,993.1143,5151.6048,1396.1707,2766.778,2027.8476,3854.2057,1035.7101,86.33,7443.827,4634.9911,1603.3458,1441.8266,957.7662,493.6797,2502.0996,337.773,2808.07,1614.21,3588.5695,94.63
2023-08-11,101.4726562,110.234375,102.36,135.7387,22.677,1913.04,1713.0988,629.485,102.877,144.9555,7.2364,6304.6354,3884.2538,2568.8984,18328.7627,19075.19,9603.45,32473.65,634.049916,810.856577,5603.9948,990.149,5328.2519,1403.7772,2778.0681,2053.7534,3953.8229,1030.1637,86.73,7534.9719,4661.5665,1586.5419,1430.4563,947.1359,488.7686,2505.6365,340.6414,2854.6,1610.44,3585.9856,94.13
2023-08-14,101.3320312,109.921875,102.45,136.0351,22.57,1906.7,1713.7756,628.2516,103.1633,145.562,7.2608,6319.4073,3855.9061,2549.2843,18337.1445,18773.55,9659.26,32059.91,626.665119,809.362542,5580.0883,978.8268,5227.3107,1384.7609,2744.1978,2007.2189,3871.0424,1034.7313,86.23,7477.9343,4690.5578,1597.0047,1428.2556,942.4689,487.1316,2523.8262,340.7403,2809.28,1597.76,3560.7685,93.98
2023-08-15,101.3554688,109.828125,102.705,136.6519,22.517,1901.54,1714.2269,631.0548,103.2066,145.5695,7.2956,6261.7333,3846.5357,2546.442,18432.6927,18581.11,9549.17,32238.89,623.185592,809.362542,5631.1986,991.7664,5335.462,1404.9181,2768.8949,2025.9287,3928.5678,1061.1583,85.08,7333.9241,4728.005,1601.7605,1468.235,974.8784,488.8855,2573.848,341.1359,2848.0,1609.92,3507.3993,93.8
2023-08-16,101.3320312,109.5625,102.815,136.8051,22.4,1891.47,1718.8898,633.1852,103.4449,146.348,7.3055,6186.4029,3818.3338,2530.8097,18368.0181,18329.3,9478.54,31766.82,618.371683,810.779008,5547.9383,987.4532,5324.6468,1412.1443,2770.3061,1989.4687,3835.9659,1041.5827,83.37,7307.7278,4711.0934,1607.4675,1467.5014,975.6562,487.8332,2586.9851,337.8719,2838.31,1585.97,3484.2008,93.44
2023-08-17,101.4023438,109.484375,102.72,136.8115,22.678,1888.94,1717.9873,631.8397,103.4228,145.8355,7.316,6247.6011,3831.1008,2536.4891,18349.6306,18326.63,9407.27,31626.0,617.703285,805.560503,5583.3858,987.4532,5540.9493,1417.0885,2768.8949,2032.1652,3934.1801,1039.7883,83.9,7409.0326,4785.9877,1645.5141,1481.0724,984.4716,483.8575,2670.3547,331.4429,2892.37,1597.54,3506.697,93.32
2023-08-18,101.3710938,109.609375,102.82,136.9691,22.735,1888.9,1711.369,628.9244,103.4433,145.4005,7.2996,6117.1074,3784.0038,2507.5798,18271.399,17950.85,9406.5,31450.76,610.20884,803.485268,5581.7371,985.5662,5562.5796,1407.2001,2755.4879,2033.6045,3967.8535,1041.909,84.83,7481.3349,4843.9704,1660.7327,1482.5396,987.0644,494.6151,2665.8073,329.4647,2890.95,1601.58,3536.7513,93.6
2023-08-21,101.265625,109.046875,103.055,137.7528,23.297,1894.63,1718.8146,631.5033,103.3344,146.222,7.3062,6057.1708,3729.555,2475.0897,18155.0336,17623.29,9471.39,31565.64,606.002895,808.926753,5629.5499,990.4186,5602.2351,1394.2691,2737.1415,2088.2945,4046.4249,1065.0734,84.59,7488.8752,4938.1922,1660.7327,1497.9445,994.3241,497.5384,2678.9443,337.0806,2906.96,1611.37,3522.9587,93.02
2023-08-22,101.1835938,109.015625,102.665,137.7302,23.396,1897.311,1716.6336,639.0159,103.6001,145.8905,7.295,6099.1948,3758.2271,2493.7638,18386.9054,17791.01,9445.22,31856.71,610.334399,812.122926,5643.564,1000.6624,5807.7224,1415.9475,2763.9554,2150.6602,4181.1186,1044.1928,83.89,7416.2728,4800.4833,1634.1001,1490.9756,986.8051,493.212,2638.0174,335.2014,2978.8,1626.93,3515.0931,93.06
2023-08-23,101.3359375,109.84375,102.65,137.8824,24.296,1915.329,1721.8229,649.2195,103.3763,144.847,7.2875,5973.6711,3696.6339,2461.1872,18365.4346,17845.92,9549.73,32010.26,611.531466,816.150408,5684.782,1005.5148,5890.6384,1415.9475,2778.0681,2171.7687,4268.1084,1032.7737,83.07,7336.1,4806.5232,1646.1482,1491.7092,981.8789,494.3813,2643.0701,341.7293,2999.03,1633.34,3513.2865,94.07
2023-08-24,101.2421875,109.546875,102.665,137.9174,24.11,1916.52,1729.9455,656.6199,103.9865,145.8355,7.2775,5987.9663,3723.4293,2480.7518,18260.8748,18212.17,9421.47,32287.21,620.991817,816.0272,5677.3627,1000.3928,5847.3779,1402.6362,2740.6696,2135.3087,4207.7768,1016.4608,83.23,7290.456,4828.2667,1649.0017,1520.3183,989.1386,489.3533,2660.2493,340.6414,2967.73,1630.61,3521.9622,93.72
2023-08-25,101.1367188,109.421875,102.5,137.7916,24.2132,1914.52,1724.1544,654.4895,104.1939,146.453,7.2891,5879.0268,3709.1517,2485.3343,18264.4395,17956.38,9485.89,31624.28,613.050736,810.353821,5682.3089,1000.3928,5962.7392,1413.2853,2763.9554,2150.1805,4234.4349,1031.1424,84.3,7390.0098,4922.4886,1672.1467,1556.2631,1004.9544,495.7844,2719.3659,343.4108,2999.86,1636.9,3558.5506,93.69
2023-08-28,101.1914062,109.671875,102.445,137.6399,24.219,1919.85,1724.6057,656.732,104.0093,146.54,7.3019,5922.1617,3752.6194,2518.1857,18510.7469,18130.74,9545.44,32169.99,617.257171,812.14509,5679.8358,1002.0103,5847.3779,1394.6494,2722.3232,2109.4029,4200.7615,1039.6252,83.84,7429.8971,4978.0553,1665.4885,1543.4257,1000.806,495.5506,2711.2816,335.9926,2953.2,1629.15,3560.7599,93.95
2023-08-29,101.40625,110.328125,102.295,137.497,24.702,1937.35,1730.3215,658.414,103.4681,145.8745,7.2922,6108.7589,3790.1067,2529.2228,18493.8315,18484.03,9684.22,32226.97,624.434653,813.606858,5703.7422,1006.8626,5843.7729,1398.833,2715.2669,2088.7742,4113.7718,1033.9156,84.94,7473.6306,5005.8387,1660.0986,1547.4603,1006.5101,508.9975,2690.0602,331.9374,2946.75,1627.35,3571.0618,94.62
2023-08-30,101.8632812,110.859375,102.405,137.4872,24.596,1942.07,1735.3605,666.4871,103.1659,146.2395,7.2914,6139.6265,3788.5097,2522.5419,18340.3777,18482.86,9722.96,32333.46,624.862704,815.403214,5719.4051,1012.2541,5977.1594,1412.1443,2730.7908,2143.9439,4263.8992,1051.3705,85.29,7516.1523,4996.1749,1669.9273,1551.4949,1011.6956,509.1145,2671.8705,333.7178,2997.66,1636.46,3571.8422,94.61
2023-08-31,101.8945312,110.921875,102.415,137.4847,24.415,1939.73,1741.5109,664.581,103.6279,145.537,7.2928,6104.2953,3765.2678,2510.4577,18206.3461,18382.06,9709.68,32619.34,622.339971,811.512841,5723.5269,1023.3067,6121.3611,1422.4131,2773.8343,2158.8158,4311.6032,1049.5761,86.82,7529.1557,4997.3829,1676.2684,1553.3288,1023.6223,507.8282,2669.3442,333.2232,3036.56,1638.65,3600.7223,94.8
2023-09-01,101.8515625,110.53125,102.11,137.1288,24.1792,1940.07,1738.8499,666.5993,104.2755,146.223,7.2642,6107.1996,3791.4912,2532.2541,18342.5912,18382.06,9727.64,32710.62,625.453,819.474643,5748.2577,1042.177,6096.1258,1436.8654,2809.8214,2229.8168,4562.7509,1067.031,88.99,7710.0764,4958.7278,1677.8537,1575.3358,1030.8821,507.4774,2665.8073,333.1243,3067.92,1661.27,3647.2887,93.98
2023-09-04,101.8515625,110.53125,101.945,136.383,23.934,1938.28,1746.0649,660.5444,104.1203,146.4705,7.2656,6198.7623,3848.9517,2577.4651,18705.1148,18844.16,9727.64,32939.18,633.934473,823.783426,5716.7439,1022.4672,6088.9157,1434.4313,2794.8317,2266.2768,4700.2508,1083.6067,89.0,7710.0764,4870.5458,1658.1963,1540.8582,1004.6952,509.5581,2604.8973,332.9265,3077.09,1657.27,3647.2887,93.98
2023-09-05,101.6757812,109.984375,101.905,136.1707,23.525,1925.76,1746.5307,654.3774,104.7968,147.723,7.3033,6167.6421,3820.3174,2561.7902,18502.3255,18456.91,9687.26,33036.76,627.434288,823.716983,5694.4562,1023.2785,6103.3359,1425.2476,2787.8811,2278.75,4808.2864,1092.9343,90.05,7666.8745,4935.7763,1663.5862,1538.2907,1000.2875,511.4713,2617.9879,333.2232,3075.02,1659.8,3681.287,93.41
2023-09-06,101.546875,109.796875,101.68,135.7175,23.159,1916.4,1743.7512,652.5833,104.8371,147.667,7.305,6195.3828,3812.0283,2559.3574,18465.6658,18449.98,9619.98,33241.02,625.326756,823.900582,5730.3063,1031.1885,6153.8065,1430.5191,2789.3021,2283.5473,4843.3629,1118.8453,90.63,7671.5274,4994.9669,1671.8296,1542.3253,996.9169,512.4986,2629.0476,330.9483,3089.95,1669.01,3687.2744,93.17
2023-09-07,101.6835938,110.046875,101.59,135.5899,22.953,1919.3,1743.3004,645.4071,105.0597,147.2955,7.3331,6083.4893,3758.4748,2534.1555,18405.7547,18202.07,9590.4,32991.08,619.819947,827.464161,5705.3436,1033.5203,6031.235,1423.5413,2769.0806,2264.8376,4783.0314,1129.5272,89.76,7662.3568,4997.3829,1654.7087,1525.82,982.916,511.3345,2611.9787,331.7396,3059.16,1655.9,3680.3612,93.49
2023-09-08,101.6015625,109.859375,101.685,135.5572,22.91,1918.07,1753.5172,647.7618,105.065,147.833,7.3469,6102.4883,3739.9927,2519.9694,18288.4007,18202.07,9604.77,32606.84,619.678431,835.0208,5670.6054,1022.3809,5966.3443,1394.2828,2718.4093,2210.6273,4607.6489,1122.0699,90.44,7759.1928,4906.7849,1634.1001,1513.3494,980.0639,511.102,2553.5902,324.816,3005.96,1642.59,3703.5935,93.51
2023-09-11,101.6015625,109.75,101.745,135.4907,23.064,1922.1,1752.3903,652.6954,104.5399,146.588,7.3124,6182.6433,3767.537,2536.1714,18444.2643,18096.45,9669.36,32467.76,620.55431,842.037033,5692.9371,1031.6185,6139.3863,1410.0374,2748.3839,2307.0544,4881.2455,1117.5956,90.61,7600.3826,4956.3118,1635.0513,1514.4498,965.2852,511.6833,2569.0916,330.3549,3078.3,1650.26,3723.4542,93.35
2023-09-12,101.53125,109.734375,101.79,135.5419,23.054,1913.19,1753.2167,650.4529,104.5706,147.0755,7.3075,6184.606,3760.6048,2531.8257,18409.9674,18025.89,9614.66,32776.37,619.321627,837.385549,5711.1333,1036.7807,6193.4619,1422.0409,2770.508,2332.9602,5007.5209,1135.1616,91.96,7789.8483,4900.7451,1641.7094,1517.384,963.9888,513.311,2537.0555,336.8828,3103.0,1643.47,3747.6056,93.48
2023-09-13,101.6328125,109.984375,101.935,135.6372,22.807,1907.8,1756.5972,651.9105,104.7748,147.462,7.283,6103.137,3736.6513,2524.5413,18460.5007,18009.22,9626.68,32706.52,618.332976,838.365561,5701.2081,1031.3468,6204.277,1416.7893,2749.0975,2318.5681,4924.7404,1153.7219,92.19,7693.2921,4825.8508,1626.8078,1496.4774,955.1734,509.0092,2491.5848,335.3003,3092.23,1636.78,3756.1522,93.59
2023-09-14,101.5429688,109.75,102.07,136.0506,22.623,1910.96,1772.8988,663.7961,105.3447,147.482,7.2834,6068.7131,3733.5077,2530.9791,18606.3887,18047.92,9710.54,33168.1,622.813582,840.957537,5729.3296,1040.041,6225.9073,1423.1662,2760.5164,2349.751,5072.0617,1161.1791,94.14,7737.934,4806.5232,1617.9303,1520.3183,968.6558,509.823,2501.9191,336.0916,3112.52,1649.5,3801.6672,93.38
2023-09-15,101.4921875,109.4375,101.81,135.6185,23.0272,1923.57,1764.3348,664.0203,105.3359,147.8505,7.2802,6079.0632,3708.7766,2514.9794,18605.7953,18182.89,9592.86,33533.09,625.812375,842.597081,5755.7968,1040.8561,6337.6636,1434.4195,2777.6448,2380.9339,5114.1535,1168.8021,94.27,7600.3199,4906.7849,1616.9791,1523.9861,969.4336,540.2845,2554.6237,339.949,3150.73,1654.62,3792.547,93.09
2023-09-18,101.4570312,109.578125,101.71,135.4665,23.245,1933.2,1755.3201,654.1531,105.0795,147.6095,7.2762,6083.9692,3727.711,2531.8974,18586.5288,17930.55,9599.93,33533.09,619.466922,840.194462,5729.3296,1033.5203,6283.588,1441.1715,2785.4953,2415.9547,5303.5666,1167.8078,93.37,7602.8217,4866.9218,1618.5644,1506.7473,956.9883,530.9833,2531.3716,331.1461,3159.19,1651.06,3787.2716,93.18
2023-09-19,101.375,109.171875,101.74,135.3991,23.192,1930.66,1764.6353,658.1897,105.1502,147.8555,7.272,6031.0416,3720.5021,2532.2789,18709.537,17997.17,9579.27,33242.59,618.002373,840.194462,5672.2596,1036.2373,6218.6972,1437.0453,2806.9057,2403.0018,5265.684,1159.3563,93.2,7520.4685,4760.6202,1609.0528,1476.3043,941.9503,532.7273,2471.433,332.333,3140.75,1639.65,3791.5483,92.84
2023-09-20,101.203125,108.75,101.72,135.3048,23.233,1929.65,1770.57,663.2354,105.3579,148.342,7.2759,5982.5578,3705.6898,2521.562,18770.098,17885.6,9489.92,33023.78,614.133569,834.727423,5669.7783,1040.5844,6298.0081,1441.1715,2806.192,2446.6579,5401.7808,1144.6074,92.06,7401.9494,4817.395,1627.442,1483.6399,950.2472,539.2381,2485.901,336.5861,3170.73,1646.08,3773.3722,92.77
2023-09-21,101.2578125,108.34375,101.87,135.432,23.396,1919.1,1768.692,659.8716,105.3811,147.5855,7.289,5939.6638,3672.4448,2495.7393,18621.2094,17655.41,9334.59,32571.03,605.319288,828.444156,5651.582,1045.4748,6157.4115,1411.1627,2742.6744,2370.3797,5171.679,1135.493,92.24,7318.1625,4770.284,1621.1009,1438.5255,927.6901,535.7502,2424.4123,331.3439,3096.62,1627.64,3759.3817,92.08
2023-09-22,101.3203125,108.71875,101.615,135.1656,23.5512,1924.68,1767.1895,668.6176,105.6098,148.3755,7.2833,6054.9279,3738.9327,2550.9827,18763.67,18057.45,9313.3,32402.41,611.604726,827.812955,5625.9419,1054.9841,6283.588,1417.5396,2756.948,2410.1979,5222.1891,1152.8933,92.43,7298.6616,4785.9877,1612.8574,1455.7644,938.839,534.1225,2438.3635,331.6407,3134.52,1630.17,3754.6614,92.44
2023-09-25,101.3007812,108.203125,101.56,134.8581,23.107,1915.06,1770.9456,666.2629,105.9485,148.888,7.2936,6027.3938,3714.6037,2529.1496,18723.2185,17729.29,9350.9,32678.62,607.221845,826.186132,5596.9934,1050.637,6088.9157,1393.9076,2720.5503,2371.8189,5140.8116,1147.0932,91.98,7434.413,4760.6202,1601.1264,1460.1658,935.2091,528.4255,2440.947,331.8385,3071.42,1627.61,3743.7756,91.76
2023-09-26,101.3046875,108.234375,101.6,134.7895,22.835,1900.24,1767.6402,654.4895,106.1786,149.0655,7.2928,5996.1104,3692.8928,2513.4072,18681.9978,17466.9,9213.72,32315.05,600.222689,824.976872,5557.2925,1050.637,6063.6804,1378.5281,2682.7253,2290.2637,4971.0414,1130.6872,92.55,7401.3001,4800.4833,1605.2481,1457.2315,937.2834,529.8207,2442.4972,328.6734,3031.01,1618.43,3743.4315,91.73
2023-09-27,101.1757812,107.703125,101.62,134.7819,22.527,1874.57,1753.7425,654.7137,106.7051,149.6355,7.3,6034.0605,3700.495,2520.1395,18631.65,17611.87,9216.02,32371.9,602.158282,827.622976,5541.5776,1055.2558,6103.3359,1381.1539,2688.4347,2290.7434,5006.1179,1162.1734,94.45,7626.6234,4839.1385,1613.4915,1476.671,948.9508,532.611,2468.8495,328.5745,3036.91,1599.48,3800.8636,91.32
2023-09-28,101.328125,107.96875,101.785,134.9935,22.615,1864.03,1725.9471,647.5376,106.1346,149.302,7.2899,6078.9449,3689.5172,2507.0857,18620.7411,17373.03,9271.55,31872.52,598.319337,818.165725,5561.428,1056.6143,6142.9913,1384.1548,2708.4178,2436.5834,5188.5157,1188.191,93.13,7664.631,4827.0587,1616.028,1494.6434,968.1372,533.3086,2463.6824,327.6843,3089.32,1606.94,3785.5909,91.57
2023-10-09,101.5507812,107.84375,101.8,135.0758,21.873,1860.85,1708.2932,634.3065,106.0726,148.5095,7.273,6059.9651,3684.7272,2499.5666,18553.3905,17517.4,9353.41,30994.67,597.977998,816.472492,5574.6616,1041.3994,5969.9493,1364.6491,2669.1653,2398.2044,5224.9952,1088.4294,88.25,7392.1023,4671.2303,1610.0039,1454.664,929.7643,508.4279,2327.2704,315.4197,3031.04,1603.05,3630.7794,91.22
2023-10-10,101.4882812,107.71875,101.7,134.9615,21.822,1859.8,1692.4423,631.3912,105.7727,148.712,7.2795,6043.4816,3657.1259,2482.5345,18361.1861,17664.73,9402.31,31746.53,601.683376,824.537,5495.8921,1033.6186,5905.0586,1354.146,2651.3233,2256.2023,4865.8119,1089.4316,87.72,7419.0262,4584.2562,1606.2605,1422.3871,917.3191,504.6672,2274.1178,308.1108,2968.7,1586.78,3621.9153,91.04
2023-10-11,101.453125,108.140625,101.49,134.6731,22.011,1873.71,1691.7662,632.8488,105.7137,149.162,7.2803,6059.4014,3667.5483,2490.855,18317.1425,17893.1,9443.13,31936.51,609.945881,830.29789,5535.1325,1038.9601,5966.3443,1357.522,2653.4644,2253.8037,4799.8681,1097.4988,85.54,7404.7064,4574.5925,1610.8319,1428.6224,918.6155,506.6677,2270.7097,311.1511,2980.12,1591.14,3578.4126,91.54
2023-10-12,101.296875,107.3125,101.565,134.6661,21.809,1868.41,1704.0112,638.7916,106.5804,149.808,7.2751,6104.4558,3702.3824,2514.3904,18548.9778,18238.21,9385.16,32494.66,615.680977,828.929674,5538.4481,1038.8514,6034.8401,1360.5229,2662.7422,2282.5879,4895.2761,1076.9001,86.26,7405.9459,4608.4157,1600.0958,1444.7609,926.1345,502.6908,2304.0134,312.429,3003.39,1597.3,3588.1424,90.66
2023-10-13,101.328125,107.765625,101.66,134.901,22.7,1932.4,1708.7439,640.6978,106.6767,149.553,7.2914,6081.8658,3663.4104,2489.1251,18516.5533,17813.45,9338.09,32315.99,607.329539,827.974431,5502.8211,1030.0602,6070.8905,1357.8971,2659.8875,2256.6821,4858.7966,1091.2284,90.8,7565.3481,4678.4781,1603.466,1471.1693,942.7282,501.1539,2330.8542,311.1676,2997.58,1586.97,3699.5969,91.24
2023-10-16,101.2382812,107.203125,101.755,134.9199,22.579,1919.48,1732.3325,651.7984,106.1957,149.508,7.2978,6024.3594,3626.5972,2468.4363,18610.8624,17640.36,9437.31,31659.03,602.114099,827.709097,5516.0809,1034.1597,6215.0922,1371.7762,2692.0031,2361.7444,5011.7301,1131.5882,90.16,7640.0439,4692.9738,1596.1529,1474.4703,948.9508,497.0178,2331.9094,314.8174,3064.53,1595.16,3673.1822,90.7
2023-10-17,101.0273438,106.25,101.605,134.8142,22.79,1922.66,1740.596,649.5559,106.1882,149.8145,7.3011,6011.3698,3639.4018,2478.9047,18702.9682,17773.34,9436.36,32040.29,605.107385,831.066888,5453.9255,1021.8613,6243.9325,1368.0251,2687.721,2332.4805,5000.5056,1124.3571,90.91,7728.226,4691.7658,1562.4493,1479.6053,948.6915,495.0647,2328.7439,313.788,3055.49,1574.51,3674.2002,89.81
2023-10-18,101.0039062,105.796875,101.55,134.7464,22.819,1947.34,1757.6489,656.5078,106.5683,149.9295,7.3028,5908.0077,3610.5767,2467.1915,18606.481,17732.52,9309.92,32042.25,601.254724,825.169945,5523.5395,1028.4205,6207.8821,1356.0216,2674.1611,2251.8847,4858.7966,1146.7232,91.41,7784.4542,4702.6376,1555.7722,1479.2385,954.3956,497.1327,2338.2404,310.3254,3014.64,1585.39,3721.8298,89.39
2023-10-19,101.125,105.4375,101.25,134.4816,23.04,1974.048,1770.1193,654.2652,106.2305,149.7945,7.3232,5842.8915,3533.5445,2401.9299,18254.3757,17295.89,9231.73,31430.62,592.262549,822.983447,5502.8211,1030.8801,6283.588,1366.8997,2687.0073,2248.5266,4827.9293,1149.2456,93.05,7770.4261,4724.3811,1558.6338,1483.2731,950.7657,497.822,2344.5714,309.951,3034.01,1581.37,3743.6636,88.95
2023-10-20,101.2773438,106.0,101.47,134.5562,23.3642,1980.8,1790.4776,653.8167,106.1554,149.8495,7.3202,5774.32,3510.5889,2389.2196,18137.2458,17172.13,9115.84,31259.36,589.231328,819.689398,5474.644,1028.1472,6049.2602,1354.146,2661.3148,2222.6208,4776.0161,1170.0982,92.51,7640.3894,4726.797,1560.5416,1461.9997,937.0241,495.6391,2334.0197,304.0552,2977.29,1567.41,3734.2275,89.465
2023-10-23,101.328125,106.390625,101.59,134.6701,22.94,1972.56,1787.9234,654.8259,105.5977,149.713,7.3134,5638.1362,3474.2438,2369.9347,17872.8983,17172.13,9100.49,30999.55,584.356571,806.623981,5439.837,1023.7744,6020.4199,1339.8918,2644.9002,2207.7489,4693.2355,1152.9453,90.5,7530.2177,4694.1817,1553.5465,1447.3283,929.5051,495.9838,2308.6958,307.8922,2957.68,1568.81,3673.5311,89.89
2023-10-24,101.2109375,106.390625,101.48,134.4871,22.88,1970.4,1784.9185,654.4895,106.2683,149.913,7.3015,5719.3227,3487.1302,2378.4389,18015.0398,16991.53,9166.8,31062.35,585.872157,806.623981,5510.2797,1028.1472,6233.1174,1361.6482,2679.1569,2253.8037,4846.169,1138.8194,88.08,7469.0904,4661.5665,1543.0538,1431.5566,917.8376,491.6179,2274.9306,303.213,3024.11,1576.14,3628.6367,90.05
2023-10-25,101.140625,105.640625,101.715,134.4437,22.841,1979.3,1780.1106,651.6863,106.5579,150.223,7.3077,5778.9048,3504.4576,2386.3026,18202.8622,17085.33,9035.4,31269.92,585.864864,800.385906,5545.9155,1040.9922,6287.193,1377.7779,2707.7041,2340.636,5039.7913,1112.2491,89.09,7458.0067,4705.0535,1541.464,1422.3871,909.5408,495.9838,2282.8444,297.2236,3073.46,1585.49,3663.6727,89.26
2023-10-26,101.2851562,106.328125,101.67,134.3734,22.776,1984.52,1790.4025,655.835,106.6227,150.418,7.3108,5811.6917,3514.1448,2393.7344,18288.44,17044.61,8928.63,30601.78,578.11105,789.362649,5515.2521,1038.5325,6319.6384,1382.2792,2708.4178,2320.9668,5011.7301,1124.0208,87.29,7426.9452,4720.7571,1562.4493,1465.3007,940.654,494.9498,2313.4441,300.3119,3075.31,1576.54,3625.4814,89.94
2023-10-27,101.34375,106.46875,101.685,134.2581,23.1,2006.0,1791.6044,657.1805,106.579,149.648,7.3041,5916.6783,3562.3851,2414.9125,18340.1067,17398.73,8885.94,30991.69,585.029554,798.952755,5542.6005,1033.3398,6413.3695,1396.9085,2743.3881,2362.7039,5109.9443,1126.7114,89.17,7323.6708,4746.1246,1566.5828,1462.3665,941.1725,495.2944,2331.3818,300.7798,3114.11,1576.0,3679.7448,90.08
2023-10-30,101.2539062,106.09375,101.725,134.2641,23.301,1995.7,1795.6592,658.1897,106.1369,149.057,7.3011,6006.5591,3583.7718,2414.1562,18025.3259,17406.36,8993.46,30696.96,586.834093,801.950833,5579.065,1049.1911,6489.0754,1402.9103,2751.9523,2374.6973,5160.4545,1122.0028,86.57,7300.1637,4822.2268,1555.1363,1470.8025,940.1354,495.9838,2365.6746,304.6167,3136.78,1589.72,3607.2852,89.78
2023-10-31,101.1835938,105.875,101.89,134.4855,22.8358,1983.57,1798.2564,657.2927,106.7227,151.692,7.3059,5969.3413,3572.5056,2411.4794,18053.4488,17112.48,9052.31,30858.85,580.911415,800.359398,5578.2362,1050.2843,6478.2602,1400.2845,2746.9565,2353.5889,5093.1076,1099.4685,85.62,7393.5013,4730.4209,1544.0077,1453.5637,920.1711,498.1667,2321.3578,304.7103,3122.98,1578.62,3592.0389,89.59
2023-11-01,101.4453125,107.203125,101.915,134.567,22.924,1982.49,1791.4297,646.0799,106.66,150.9545,7.3163,5958.4178,3571.0268,2420.7346,18056.7562,17101.78,9147.45,31601.65,579.708854,796.065101,5575.75,1051.3775,6629.672,1406.2863,2758.3754,2342.0752,5091.7045,1087.1924,84.9,7378.7666,4779.9478,1545.5975,1464.5672,926.3938,495.6391,2342.9886,302.8386,3144.4,1564.99,3582.0812,90.37
